accelerometer,,,
Timestamp (ms),x (m/s^2),y-acc (m/s^2),z-acc(m/s^2)
1485644722361,-0.5336914,-1.034668,-1.0571289
1485644722362,-0.50390625,-0.9238281,-2.0458984
1485644722370,-0.4350586,-0.78125,-5.48584
1485644722373,-0.29882813,-0.6015625,-3.8618164
1485644722378,-0.1484375,-0.4140625,2.0083008
1485644722383,-0.025878906,-0.27148438,0.82910156
1485644722387,0.043945313,-0.14404297,-3.3105469
1485644722393,0.1328125,0.010253906,-0.0024414063
1485644722398,0.20800781,0.16552734,3.1225586
1485644722403,0.22265625,0.29736328,0.88134766
1485644722408,0.31396484,0.32421875,-0.20263672
1485644722412,0.41845703,0.3305664,0.50878906
1485644722418,0.48583984,0.36572266,0.921875
1485644722422,0.49804688,0.33935547,0.17285156
1485644722428,0.44140625,0.26416016,0.7597656
1485644722433,0.67578125,-0.75,0.57910156
1485644722439,0.3671875,-3.8637695,0.2685547
1485644722443,-1.5224609,-0.609375,0.23925781
1485644722449,-2.3867188,0.3725586,0.059570313
1485644722453,-1.3764648,0.5786133,-0.087890625
1485644722458,1.9672852,0.37304688,-0.4921875
1485644722463,2.3217773,1.1210938,0.30566406
1485644722468,1.3334961,1.3481445,-1.1391602
1485644722474,1.1699219,0.40283203,-1.3325195
1485644722478,0.6352539,-0.3305664,-0.1977539
1485644722482,-0.19873047,-0.76953125,-1.2060547
1485644722488,0.24365234,-0.6567383,-1.5483398
1485644722493,-0.08544922,-0.609375,-0.6894531
1485644722499,0.2529297,-0.34375,-0.8305664
1485644722503,0.07373047,-0.63916016,-0.7236328
1485644722507,0.0390625,-0.97314453,-0.3779297
1485644722515,-0.5444336,-1.0942383,-0.18603516
1485644722518,-0.53466797,-0.94189453,-0.16552734
1485644722523,-0.33154297,-0.9663086,-0.17675781
1485644722528,-0.20361328,-0.8276367,-0.296875
1485644722534,-0.015625,-0.42041016,-0.12890625
1485644722538,0.5463867,-0.6694336,-0.18261719
1485644722543,0.4663086,-0.34521484,-0.28564453
1485644722548,-0.86279297,-0.59228516,-0.2919922
1485644722553,-0.921875,-1.0996094,-0.30859375
1485644722559,-0.26611328,-0.7910156,-0.42626953
1485644722563,-0.18408203,-0.70214844,-0.59277344
1485644722567,0.0043945313,-0.67333984,-0.5908203
1485644722573,0.16015625,-0.61816406,-0.6328125
1485644722578,0.3540039,-0.7314453,-0.5097656
1485644722584,0.4453125,-0.8066406,-0.47802734
1485644722588,0.44335938,-1.0351563,-0.53808594
1485644722594,0.38623047,-1.1435547,-0.37548828
1485644722598,0.26513672,-1.3364258,-0.34277344
1485644722604,0.23388672,-1.3276367,-0.2553711
1485644722608,0.33154297,-1.5458984,-0.24121094
1485644722613,0.4892578,-1.5898438,-0.2241211
1485644722619,0.5205078,-1.6328125,-0.09326172
1485644722623,0.45996094,-1.6533203,-0.087402344
1485644722629,0.36914063,-1.7822266,-0.09667969
1485644722633,0.14892578,-1.8413086,-0.034179688
1485644722638,0.0034179688,-1.8486328,-0.064453125
1485644722644,-0.020507813,-1.8300781,-0.05859375
1485644722648,0.029785156,-1.6621094,-0.095703125
1485644722654,0.061523438,-1.5043945,-0.099609375
1485644722658,0.2607422,-1.4208984,-0.11230469
1485644722663,0.31933594,-1.2553711,-0.10595703
1485644722669,0.37109375,-1.0996094,-0.09326172
1485644722673,0.41455078,-0.9736328,-0.11230469
1485644722679,0.48828125,-0.87158203,-0.12158203
1485644722683,0.5708008,-0.8227539,-0.19189453
1485644722689,0.58251953,-0.6699219,-0.20605469
1485644722695,0.6113281,-0.6464844,-0.20214844
1485644722698,0.62841797,-0.6508789,-0.26464844
1485644722704,0.5761719,-0.59277344,-0.28759766
1485644722708,0.6064453,-0.6640625,-0.29785156
1485644722714,0.5488281,-0.68652344,-0.37353516
1485644722718,0.50634766,-0.7558594,-0.39892578
1485644722723,0.46484375,-0.78564453,-0.5283203
1485644722729,0.4345703,-0.7919922,-0.60009766
1485644722733,0.4267578,-0.78808594,-0.6201172
1485644722739,0.42919922,-0.7885742,-0.7265625
1485644722743,0.4404297,-0.7910156,-0.80126953
1485644722751,0.4482422,-0.8203125,-0.78466797
1485644722753,0.4482422,-0.8730469,-0.8457031
1485644722759,0.43798828,-0.9082031,-0.7573242
1485644722764,0.42236328,-0.9169922,-0.82470703
1485644722768,0.47460938,-0.9379883,-0.7944336
1485644722774,0.5371094,-0.9145508,-0.75927734
1485644722778,0.5449219,-0.8930664,-0.9067383
1485644722783,0.5527344,-0.9272461,-0.8959961
1485644722789,0.52734375,-0.93896484,-0.8232422
1485644722793,0.5102539,-1.0175781,-0.85498047
1485644722799,0.4580078,-1.0419922,-0.7138672
1485644722803,0.42285156,-1.0195313,-0.6777344
1485644722809,0.43408203,-1.0185547,-0.66552734
1485644722814,0.39404297,-1.0351563,-0.65283203
1485644722818,0.3642578,-0.9428711,-0.56152344
1485644722824,0.4111328,-0.8647461,-0.5053711
1485644722828,0.3774414,-0.79541016,-0.4609375
1485644722834,0.390625,-0.6923828,-0.42578125
1485644722838,0.3828125,-0.64501953,-0.27539063
1485644722843,0.4086914,-0.55126953,-0.23486328
1485644722849,0.5317383,-0.5180664,-0.17333984
1485644722853,0.5864258,-0.42138672,-0.16552734
1485644722859,0.5541992,-0.35253906,-0.106933594
1485644722863,0.5439453,-0.34423828,-0.10888672
1485644722869,0.51660156,-0.26220703,-0.13183594
1485644722874,0.49951172,-0.19726563,-0.07324219
1485644722878,0.4873047,-0.17578125,-0.13623047
1485644722884,0.49023438,-0.18554688,-0.091308594
1485644722890,0.4638672,-0.1586914,-0.060058594
1485644722894,0.4189453,-0.14453125,-0.1015625
1485644722898,0.4399414,-0.14550781,-0.040527344
1485644722906,0.4477539,-0.17333984,0.001953125
1485644722909,0.3564453,-0.1459961,0.0034179688
1485644722913,0.2734375,-0.14697266,0.107421875
1485644722919,0.19677734,-0.16113281,0.11376953
1485644722923,0.118652344,-0.20507813,0.10058594
1485644722929,0.01953125,-0.22705078,0.19921875
1485644722934,-0.02734375,-0.26220703,0.20751953
1485644722938,-0.05078125,-0.3100586,0.18017578
1485644722944,-0.09765625,-0.3232422,0.22070313
1485644722948,-0.122558594,-0.3696289,0.20605469
1485644722954,-0.16259766,-0.38134766,0.16992188
1485644722959,-0.2709961,-0.39794922,0.22021484
1485644722964,-0.2788086,-0.47705078,0.21484375
1485644722969,-0.23535156,-0.51953125,0.14355469
1485644722973,-0.30078125,-0.5029297,0.14746094
1485644722979,-0.3618164,-0.5131836,0.12988281
1485644722983,-0.4194336,-0.54248047,0.23632813
1485644722989,-0.44189453,-0.5683594,0.27392578
1485644722994,-0.37158203,-0.57373047,0.14013672
1485644723000,-0.4169922,-0.5053711,0.15820313
1485644723004,-0.47509766,-0.51464844,0.123535156
1485644723008,-0.46044922,-0.5395508,0.12597656
1485644723014,-0.41992188,-0.53808594,0.056640625
1485644723019,-0.4951172,-0.50146484,0.110839844
1485644723024,-0.52978516,-0.50878906,0.10253906
1485644723029,-0.6689453,-0.52978516,0.025390625
1485644723035,-0.56396484,-0.57128906,0.063964844
