accelerometer,,,
Timestamp (ms),x (m/s^2),y-acc (m/s^2),z-acc(m/s^2)
1485644719915,0.09716797,-0.8935547,-0.100097656
1485644719919,0.09667969,-0.8984375,-0.07910156
1485644719925,0.08300781,-0.89941406,-0.091796875
1485644719929,0.078125,-0.90771484,-0.10205078
1485644719934,0.08105469,-0.90234375,-0.115234375
1485644719940,0.08300781,-0.8857422,-0.12695313
1485644719944,0.091796875,-0.86621094,-0.12207031
1485644719950,0.09277344,-0.8652344,-0.1484375
1485644719954,0.08984375,-0.86621094,-0.14550781
1485644719959,0.10546875,-0.8647461,-0.13769531
1485644719964,0.118652344,-0.8535156,-0.11816406
1485644719972,0.13671875,-0.8457031,-0.115722656
1485644719975,0.1796875,-0.8256836,-0.13134766
1485644719981,0.21435547,-0.7861328,-0.14892578
1485644719985,0.22314453,-0.74609375,-0.18359375
1485644719989,0.2241211,-0.7294922,-0.29541016
1485644719994,0.24316406,-0.72558594,-0.39697266
1485644720000,0.25830078,-0.72509766,-0.40722656
1485644720004,0.25585938,-0.7285156,-0.40771484
1485644720010,0.22265625,-0.74316406,-0.35595703
1485644720014,0.19726563,-0.7285156,-0.36523438
1485644720019,0.203125,-0.71875,-0.2915039
