gyroscope ,,,
Timestamp (ms) , x-gyro (deg/s), y-gyro (deg/s), z-gyro (deg/s) 
1485644722913,22.987806,-8.963415,-95.060974
1485644722918,21.463415,-17.621952,-86.34147
1485644722924,21.40244,-24.085367,-80.60976
1485644722928,21.890244,-29.32927,-74.39024
1485644722934,23.47561,-31.768293,-66.768295
1485644722938,25.97561,-33.414635,-62.621952
1485644722944,33.23171,-36.341465,-62.317074
1485644722949,40.30488,-36.707317,-59.390244
1485644722953,48.35366,-37.012196,-57.317074
1485644722960,55.85366,-37.621952,-54.7561
1485644722963,60.670734,-35.121952,-53.65854
1485644722969,65.67073,-33.35366,-50.060978
1485644722974,69.02439,-33.048782,-44.207317
1485644722978,70.73171,-31.890245,-37.865856
1485644722984,72.13415,-29.32927,-33.47561
1485644722988,74.02439,-29.390245,-36.646343
1485644722994,74.57317,-30.365854,-52.743904
1485644722998,74.20732,-34.085365,-69.32927
1485644723004,73.78049,-40.121952,-77.0122
1485644723009,71.28049,-43.59756,-80.48781
1485644723015,68.78049,-50.42683,-81.585365
1485644723019,64.756096,-60.487804,-78.65854
1485644723023,57.80488,-63.475613,-73.17073
1485644723029,51.09756,-61.463417,-69.39024
1485644723034,46.09756,-61.15854,-65.60976
1485644723039,43.841465,-64.02439,-62.80488
1485644723044,42.19512,-63.78049,-62.98781
1485644723050,41.95122,-63.292683,-64.756096
1485644723057,43.048782,-63.292683,-67.86585
1485644723059,45,-64.14634,-67.0122
1485644723064,46.707317,-63.23171,-63.963417
1485644723069,49.207317,-62.98781,-60.73171
1485644723075,52.012196,-63.35366,-56.82927
1485644723079,53.536587,-62.073174,-54.512196
1485644723085,48.719513,-55.670734,-52.80488
1485644723089,33.65854,-41.341465,-51.15854
1485644723094,20.97561,-24.756098,-49.390244
1485644723102,16.768293,-13.04878,-47.2561
1485644723107,14.085366,-7.0731707,-43.65854
1485644723108,11.402439,-3.9634147,-39.939026
1485644723116,8.47561,-3.5975611,-37.07317
