accelerometer ,,,
Timestamp (ms), x (m/s^2), y-acc (m/s^2), z-acc(m/s^2) 
1485644720053,0.044921875,0.98291016,0.10449219
1485644720059,0.0034179688,1.0541992,0.12158203
1485644720063,0.020507813,0.95996094,0.1015625
1485644720069,0.19140625,0.94189453,0.09716797
1485644720073,0.2758789,0.83203125,0.10498047
1485644720079,0.3017578,0.8144531,0.10595703
1485644720083,0.2397461,0.88671875,0.07128906
1485644720088,0.104003906,0.95458984,0.037109375
1485644720094,-0.0234375,0.98876953,0.009277344
1485644720098,-0.05810547,1.0024414,-0.023925781
1485644720104,0.0087890625,1.0014648,-0.064453125
1485644720108,0.053222656,0.99316406,-0.103515625
1485644720114,0.010253906,1.0229492,-0.114746094
1485644720119,-0.036621094,1.0517578,-0.119628906
1485644720124,-0.048828125,1.065918,-0.12792969
1485644720132,-0.060058594,1.1079102,-0.123046875
1485644720133,-0.057617188,1.1455078,-0.12109375
1485644720139,-0.11767578,1.1655273,-0.107910156
1485644720143,-0.13183594,1.1767578,-0.099609375
1485644720149,-0.13183594,1.2045898,-0.10449219
1485644720154,-0.14648438,1.168457,-0.10449219
1485644720158,-0.08984375,1.234375,-0.09326172
1485644720164,-0.07519531,1.2705078,-0.080078125
1485644720168,-0.18066406,1.2001953,-0.080078125
1485644720174,-0.21484375,1.1879883,-0.083984375
1485644720182,-0.16503906,1.2138672,-0.068847656
1485644720184,-0.1430664,1.230957,-0.052734375
1485644720190,-0.1508789,1.1850586,-0.028808594
1485644720193,-0.12451172,1.1235352,0.0078125
1485644720199,-0.072265625,1.1030273,0.03466797
1485644720204,-0.036132813,1.0976563,0.05029297
1485644720209,-0.037109375,1.0727539,0.083496094
1485644720214,-0.044921875,1.0527344,0.12158203
1485644720220,-0.032714844,1.043457,0.12939453
1485644720224,0.00048828125,1.0356445,0.115722656
1485644720230,0.024414063,1.015625,0.07763672
1485644720234,0.020019531,1.0043945,0.0625
1485644720239,0.033691406,0.9921875,0.045898438
1485644720245,0.043945313,0.9873047,0.057128906
1485644720249,0.060546875,0.9790039,0.09472656
1485644720255,0.06347656,0.9765625,0.10058594
1485644720259,0.0625,0.97558594,0.107910156
1485644720265,0.057128906,0.96875,0.08300781
1485644720271,0.052246094,0.96875,0.034179688
1485644720274,0.048339844,0.9692383,-0.03515625
1485644720280,0.034179688,0.97558594,-0.084472656
1485644720284,0.01953125,0.9794922,-0.072753906
1485644720290,0.0087890625,0.98291016,-0.08544922
1485644720294,0.012207031,0.9765625,-0.2241211
1485644720300,0.028808594,0.98339844,-0.3310547
1485644720305,0.053710938,0.9926758,-0.31640625
1485644720309,0.072265625,0.97314453,-0.30810547
1485644720315,0.072753906,0.95751953,-0.2607422
1485644720319,0.05419922,0.9550781,-0.14892578
1485644720327,0.052246094,0.9394531,-0.1821289
1485644720330,0.07519531,0.93408203,-0.140625
1485644720337,0.06689453,0.94970703,-0.15576172
1485644720340,0.049316406,0.97802734,-0.18261719
1485644720344,0.03857422,0.99316406,-0.1899414
1485644720350,0.040527344,0.9941406,-0.17822266
1485644720354,0.06982422,1.0317383,-0.16259766
1485644720360,0.07519531,1.0556641,-0.021972656
1485644720365,0.07714844,1.0620117,-0.019042969
1485644720371,0.106933594,1.0605469,-0.041503906
1485644720375,0.14355469,1.0551758,-0.0029296875
1485644720379,0.123535156,1.0771484,0.018066406
1485644720385,0.07421875,1.1054688,0.056152344
1485644720390,0.029296875,1.1772461,0.07714844
1485644720395,-0.044433594,1.2524414,0.072265625
1485644720400,-0.10205078,1.3540039,0.020996094
1485644720406,-0.087402344,1.4990234,0.055664063
1485644720410,-0.011230469,1.8588867,0.021972656
1485644720414,0.01953125,2.1430664,0.03515625
1485644720420,-0.041503906,2.2402344,-0.010253906
1485644720425,-0.13085938,2.1831055,-0.04248047
1485644720431,-0.19824219,2.1235352,-0.08496094
1485644720435,-0.16064453,2.0600586,-0.103027344
1485644720441,-0.14355469,1.965332,-0.11328125
1485644720445,-0.030761719,1.894043,-0.10107422
1485644720450,0.08642578,1.8969727,-0.09863281
1485644720455,0.1586914,1.8764648,-0.076660156
1485644720460,0.19433594,1.8232422,-0.080566406
1485644720466,0.21679688,1.7250977,-0.076171875
1485644720473,0.28222656,1.6049805,-0.06298828
1485644720476,0.38378906,1.4375,-0.0859375
1485644720480,0.48242188,1.355957,-0.09814453
1485644720485,0.53808594,1.3056641,-0.1015625
1485644720491,0.53125,1.2768555,-0.13623047
1485644720495,0.54052734,1.2446289,-0.13330078
1485644720501,0.51953125,1.2299805,-0.16748047
1485644720505,0.46679688,1.2412109,-0.16748047
1485644720511,0.41601563,1.2524414,-0.1484375
1485644720516,0.4350586,1.2568359,-0.14941406
1485644720523,0.47021484,1.2358398,-0.15771484
1485644720526,0.42236328,1.2592773,-0.15136719
1485644720532,0.37353516,1.2456055,-0.18408203
1485644720536,0.32666016,1.2446289,-0.24902344
1485644720540,0.29052734,1.2451172,-0.31103516
1485644720546,0.20263672,1.2490234,-0.24804688
1485644720551,0.14453125,1.2558594,-0.24707031
1485644720555,0.07910156,1.2758789,-0.33496094
1485644720561,0.0078125,1.2807617,-0.28271484
1485644720565,-0.060058594,1.3095703,-0.25878906
1485644720571,-0.04736328,1.3125,-0.22216797
1485644720576,-0.08251953,1.3012695,-0.109375
1485644720581,-0.1694336,1.3110352,-0.04638672
1485644720586,-0.13769531,1.3120117,-0.14550781
1485644720592,-0.11328125,1.2753906,-0.23486328
1485644720596,-0.115722656,1.2304688,-0.34179688
1485644720601,-0.10839844,1.1879883,-0.5288086
1485644720606,-0.10449219,1.1181641,-0.62158203
1485644720612,-0.13378906,1.0493164,-0.5361328
1485644720617,-0.15625,1.0029297,-0.46923828
1485644720621,-0.20361328,0.93359375,-0.34814453
1485644720628,-0.26708984,0.859375,-0.17089844
1485644720631,-0.28222656,0.79785156,-0.051757813
1485644720636,-0.24609375,0.7128906,0.032226563
1485644720642,-0.2709961,0.60546875,0.04248047
1485644720646,-0.2890625,0.57421875,-0.026367188
1485644720652,-0.39990234,0.46728516,0.017578125
1485644720656,-0.34716797,0.33496094,0.0234375
1485644720662,-0.24902344,0.1977539,0.0625
1485644720666,-0.33544922,0.064941406,0.07128906
1485644720671,-0.41748047,0.075683594,-0.025878906
1485644720677,-0.7236328,0.115234375,-0.09472656
1485644720681,-1.2270508,0.10986328,-0.056640625
1485644720687,-1.6435547,0.21142578,-0.0390625
1485644720691,-1.9443359,0.24609375,-0.087890625
1485644720697,-2.184082,0.3383789,-0.020019531
1485644720702,-2.1064453,0.54248047,-0.016113281
1485644720707,-1.6762695,0.6176758,-0.10449219
1485644720712,-1.3740234,0.74609375,-0.10888672
1485644720716,-1.0507813,0.87939453,-0.27246094
1485644720722,-0.7626953,0.89208984,-0.20507813
1485644720726,-0.5805664,0.87646484,-0.3618164
1485644720732,-0.40185547,0.7504883,-0.5253906
1485644720737,-0.32763672,0.6166992,-0.6352539
1485644720741,-0.36767578,0.54296875,-0.7866211
1485644720747,-0.4111328,0.46191406,-0.8227539
1485644720751,-0.35107422,0.59472656,-0.80566406
1485644720757,-0.23583984,0.8261719,-0.7294922
1485644720762,-0.38720703,0.5800781,-0.7207031
1485644720767,-0.44189453,0.7055664,-0.7158203
1485644720772,-0.5307617,0.5810547,-0.70458984
1485644720776,-0.4794922,0.6953125,-0.72216797
1485644720782,-0.33154297,0.72021484,-0.83447266
1485644720787,-0.22753906,0.7988281,-0.6191406
1485644720792,-0.23779297,0.74316406,-0.110839844
1485644720797,-0.024414063,0.88964844,0.047851563
1485644720803,0.095703125,0.8041992,0.00390625
1485644720807,0.044433594,0.79296875,-0.17822266
1485644720814,0.12890625,0.7553711,-0.4350586
1485644720817,0.2163086,0.8076172,-0.58984375
1485644720823,0.24609375,0.80371094,-0.6875
1485644720828,0.30810547,0.87353516,-0.62841797
1485644720832,0.111328125,0.78271484,-0.55615234
1485644720838,0.328125,1.0581055,-0.50146484
1485644720842,0.38427734,1.0830078,-0.44433594
1485644720848,0.36914063,1.0239258,-0.40527344
1485644720852,0.44189453,1.0595703,-0.41552734
1485644720857,0.46728516,1.0625,-0.4482422
1485644720863,0.54003906,0.9794922,-0.453125
1485644720867,0.55126953,0.97265625,-0.49560547
1485644720873,0.7104492,0.92822266,-0.5097656
1485644720877,0.8598633,0.85253906,-0.4243164
1485644720883,0.9926758,0.7036133,-0.34228516
1485644720888,1.1181641,0.67822266,-0.25878906
1485644720892,1.1845703,0.55371094,-0.2163086
1485644720898,0.8076172,0.27734375,-0.29492188
1485644720902,-0.25830078,-0.03125,-0.4111328
1485644720908,-0.8989258,0.11230469,-0.46533203
1485644720913,-1.0454102,0.5620117,-0.5253906
1485644720918,-1.0175781,0.53125,-0.6254883
1485644720923,-0.84228516,0.5522461,-0.6694336
1485644720927,-0.52490234,0.7192383,-0.7182617
1485644720933,-0.22509766,0.8852539,-0.77783203
1485644720937,-0.109375,0.9501953,-0.7480469
1485644720943,-0.041015625,0.9423828,-0.7128906
1485644720948,-0.038085938,0.89990234,-0.67041016
1485644720954,-0.061523438,0.9272461,-0.62402344
1485644720961,-0.106933594,0.93896484,-0.54785156
1485644720962,-0.140625,0.92578125,-0.60302734
1485644720968,-0.1875,0.94140625,-0.49951172
1485644720973,-0.2055664,0.9682617,-0.5107422
1485644720978,-0.27392578,1.0209961,-0.4711914
1485644720983,-0.3359375,0.9916992,-0.47460938
1485644720989,-0.37597656,0.9741211,-0.4555664
1485644720993,-0.35253906,0.85302734,-0.41064453
1485644720997,-0.30029297,0.66064453,-0.4008789
1485644721003,-0.22021484,0.47998047,-0.39746094
1485644721011,-0.15527344,0.39501953,-0.40771484
1485644721014,-0.028320313,0.34326172,-0.37158203
1485644721019,0.09033203,0.30810547,-0.2861328
1485644721024,0.1694336,0.35839844,-0.22460938
1485644721028,0.27685547,0.3959961,-0.20214844
1485644721033,0.30322266,0.4819336,-0.20898438
1485644721038,0.28564453,0.58740234,-0.26171875
1485644721043,0.3100586,0.6879883,-0.23291016
1485644721049,0.25146484,0.6870117,-0.14208984
1485644721053,0.25195313,0.77978516,-0.100097656
1485644721059,0.27734375,0.6894531,-0.096191406
1485644721063,0.2397461,0.6411133,-0.055664063
1485644721068,0.14746094,0.61816406,-0.079589844
1485644721074,0.1928711,0.60791016,-0.09423828
1485644721078,0.12646484,0.6123047,-0.07470703
1485644721084,0.084472656,0.6166992,-0.11230469
1485644721088,0.067871094,0.69140625,-0.12109375
1485644721094,0.0068359375,0.68359375,-0.07519531
1485644721100,-0.123535156,0.6870117,-0.10205078
1485644721106,-0.19824219,0.7495117,-0.119628906
1485644721109,-0.3017578,0.68066406,-0.11279297
1485644721113,-0.51171875,0.61083984,0.032714844
1485644721119,-0.6201172,0.6455078,0.1171875
1485644721123,-0.7861328,0.61572266,0.17773438
1485644721129,-0.91064453,0.5810547,0.20751953
1485644721134,-0.9902344,0.5395508,0.2163086
1485644721140,-1.0014648,0.515625,0.234375
1485644721144,-1.0053711,0.515625,0.2993164
1485644721148,-1.0087891,0.5498047,0.017578125
1485644721157,-1.003418,0.51171875,-0.52490234
1485644721159,-0.95654297,0.5410156,-0.9189453
1485644721166,-0.8076172,0.49414063,-1.0341797
1485644721169,-0.6894531,0.41845703,-1.0551758
1485644721175,-0.6411133,0.38964844,-0.94921875
1485644721179,-0.5996094,0.42529297,-0.8798828
1485644721184,-0.54345703,0.375,-0.7558594
1485644721189,-0.640625,0.40576172,-0.6333008
1485644721194,-0.7319336,0.37890625,-0.47021484
1485644721200,-0.7441406,0.4248047,-0.33740234
1485644721204,-0.8183594,0.43408203,-0.25927734
1485644721210,-0.9296875,0.40429688,-0.28759766
1485644721214,-1.0766602,0.36572266,-0.3256836
1485644721219,-1.0893555,0.37304688,-0.24023438
1485644721225,-1.1352539,0.38085938,-0.22705078
1485644721229,-1.0600586,0.39990234,-0.12207031
1485644721235,-0.9526367,0.36816406,-0.04638672
1485644721239,-0.7402344,0.47509766,-1.3623047
1485644721245,-0.5498047,0.5419922,-2.2685547
1485644721249,-0.55322266,0.6879883,-0.6948242
1485644721254,-0.7338867,0.85058594,-1.3417969
1485644721260,-0.79248047,1.0429688,-0.92871094
1485644721264,-0.5004883,1.5454102,-0.5756836
1485644721270,0.009765625,2.2524414,-0.4868164
1485644721274,0.35791016,2.3779297,-0.49023438
1485644721280,0.49609375,2.244629,-0.4506836
1485644721285,0.6191406,2.2358398,-0.41015625
1485644721289,0.58251953,2.1362305,-0.32128906
1485644721295,0.5488281,1.909668,-0.2919922
1485644721302,0.45507813,1.621582,-0.2734375
1485644721305,0.44482422,1.347168,-0.14697266
1485644721311,0.3955078,1.0141602,-0.15527344
1485644721315,0.3642578,0.68652344,-0.1665039
1485644721320,0.48828125,0.36767578,-0.20800781
1485644721324,0.53759766,0.29296875,-0.3154297
1485644721330,0.5102539,0.45117188,-0.48388672
1485644721334,0.52490234,0.62353516,-0.9140625
1485644721340,0.72753906,0.7446289,-0.4868164
1485644721345,0.56689453,1.0839844,-0.7597656
1485644721351,-0.061035156,1.2382813,-1.1601563
1485644721355,1.043457,1.8945313,-1.1186523
1485644721361,0.08935547,2.6733398,-0.82128906
1485644721365,0.29833984,2.5908203,-0.62353516
1485644721370,0.2939453,2.440918,-0.61328125
1485644721375,0.09082031,1.7099609,-0.018554688
1485644721380,-0.31103516,1.581543,-0.079589844
1485644721386,-0.4404297,1.6645508,-0.18701172
1485644721390,-0.43798828,1.6049805,-0.34277344
1485644721396,-0.35107422,1.4052734,-0.58203125
1485644721400,-0.22753906,1.144043,-0.5419922
1485644721405,-0.12207031,0.85839844,-0.67822266
1485644721411,0.010253906,0.7441406,-0.58251953
1485644721415,0.029296875,0.69970703,-0.52490234
1485644721421,0.11279297,0.5761719,-0.6166992
1485644721425,0.2319336,0.51171875,-0.6381836
1485644721430,0.23046875,0.57421875,-0.5444336
1485644721435,0.24169922,0.7036133,-0.66552734
1485644721441,0.2788086,0.9111328,-0.73535156
1485644721449,0.28466797,1.0996094,-0.6582031
1485644721450,-0.06298828,1.3608398,-0.73583984
1485644721456,-0.13916016,2.7617188,-0.77978516
1485644721460,0.4404297,2.0288086,-0.5
1485644721466,-0.4243164,1.9858398,-0.74365234
1485644721471,0.2626953,2.0463867,-0.9003906
1485644721475,0.84472656,1.4921875,-0.6660156
1485644721481,0.93066406,1.2070313,-0.8017578
1485644721485,0.8828125,0.85791016,-0.95654297
1485644721491,0.71435547,0.53515625,-0.8881836
1485644721498,0.40039063,0.6171875,-0.8491211
1485644721501,0.16552734,0.75683594,-1.4902344
1485644721507,0.0625,1.1049805,-0.76953125
1485644721510,0.07324219,1.5170898,1.3735352
1485644721516,0.08154297,1.4013672,-2.015625
1485644721520,0.045898438,1.3598633,-2.790039
1485644721526,0.1586914,1.2167969,-2.2089844
1485644721531,0.1953125,1.434082,-1.4941406
1485644721537,0.19824219,1.0419922,-1.7929688
1485644721541,0.19238281,1.0800781,-2.1342773
1485644721545,0.2524414,1.2158203,-1.5371094
1485644721551,0.19921875,0.7910156,-1.956543
1485644721556,0.3076172,0.77490234,-2.041504
1485644721561,0.5024414,0.72753906,-2.3623047
1485644721566,0.46289063,0.41357422,-2.3955078
1485644721572,0.5058594,1.0585938,-2.3325195
1485644721576,0.63720703,0.78222656,-2.494629
1485644721580,0.4243164,-0.11621094,-2.7788086
1485644721586,0.5239258,0.7441406,-2.8291016
1485644721591,0.78808594,1.1748047,-2.847168
1485644721597,0.6074219,0.5048828,-2.8232422
1485644721602,0.40771484,0.67529297,-2.788086
1485644721607,0.55859375,1.0083008,-3.1113281
1485644721611,0.39746094,0.21533203,-2.927246
1485644721616,0.14550781,1.2075195,-2.6513672
1485644721621,0.84521484,0.90185547,-3.5498047
1485644721626,1.6508789,0.21826172,-2.7661133
1485644721632,0.04345703,-0.9975586,-2.5029297
1485644721636,0.31982422,3.359375,-1.5429688
1485644721642,-0.12548828,2.8017578,-1.3076172
1485644721646,-0.20800781,1.4375,-1.4316406
1485644721652,-1.1923828,-0.5800781,-0.13671875
1485644721657,-0.62402344,1.1240234,0.71484375
1485644721661,-0.1850586,0.7714844,0.7832031
1485644721667,-0.4633789,-0.46972656,1.2260742
1485644721671,-0.45361328,0.47851563,2.682129
1485644721677,-0.6586914,0.77490234,2.4223633
1485644721682,-0.7861328,0.04248047,1.4013672
1485644721687,-0.6953125,0.9560547,3.0029297
1485644721692,-0.75927734,0.31884766,2.4516602
1485644721696,-1.1547852,0.19042969,2.0488281
1485644721702,-1.5600586,0.8496094,1.9853516
1485644721706,-2.0913086,0.4140625,1.1533203
1485644721712,-2.6259766,-0.13476563,0.046875
1485644721717,-1.7363281,2.5151367,0.1352539
1485644721721,-2.6391602,0.14404297,-1.3061523
1485644721727,-1.972168,-0.17675781,-3.2426758
1485644721733,-0.5029297,1.5395508,-4.5371094
1485644721737,-0.35791016,2.3232422,-6.267578
1485644721742,-0.14941406,2.75,-8.060547
1485644721747,-0.7363281,1.2607422,-8.13623
1485644721752,0.32763672,1.5292969,-8.194824
1485644721758,0.75,2.7573242,-8.357422
1485644721762,-0.75927734,1.8369141,-7.6552734
1485644721767,-1.0429688,1.1503906,-7.179199
1485644721772,-0.6352539,2.1889648,-6.0004883
1485644721777,-1.6669922,1.456543,-5.0063477
1485644721783,-2.2333984,0.28759766,-4.1538086
1485644721790,-1.1933594,0.11767578,-2.9667969
1485644721793,-1.2177734,0.71435547,-1.3745117
1485644721799,-2.1113281,-1.4321289,0.36914063
1485644721802,-0.3076172,0.92041016,1.1000977
1485644721808,-1.2856445,-0.032714844,0.38916016
1485644721812,-0.4609375,-0.65771484,-0.82128906
1485644721818,0.49169922,0.5136719,-1.4375
1485644721822,-0.13671875,0.9086914,-1.7470703
1485644721828,0.7006836,0.28857422,-2.0058594
1485644721832,1.1640625,2.678711,-2.1030273
1485644721837,-1.3969727,3.432129,-2.1645508
1485644721843,-1.9921875,4.2490234,-2.1030273
1485644721847,-1.8383789,3.1264648,-1.84375
1485644721853,-2.1826172,5.90625,-1.425293
1485644721857,-2.2451172,2.6191406,0.063964844
1485644721863,-0.2939453,1.8398438,4.2685547
1485644721868,1.3012695,1.3603516,5.649414
1485644721872,2.9013672,0.14404297,5.690918
1485644721878,3.4091797,0.4711914,-0.8671875
1485644721882,3.2089844,0.6713867,-3.0214844
1485644721888,3.25,-0.012207031,-0.2446289
1485644721892,3.7929688,-0.019042969,2.2104492
1485644721898,4.336914,0.16113281,1.53125
1485644721903,4.4296875,-0.41845703,1.5288086
1485644721909,4.2285156,-1.4394531,1.3833008
1485644721913,3.3603516,-1.6303711,0.8510742
1485644721917,1.8227539,-1.1176758,1.0048828
1485644721923,0.61035156,-0.23095703,1.7026367
1485644721928,0.4423828,1.5581055,2.3535156
1485644721935,0.609375,2.6767578,2.4702148
1485644721938,0.7138672,2.9018555,2.2519531
1485644721942,1.0717773,3.0483398,2.1132813
1485644721948,1.4067383,2.7856445,2.0175781
1485644721953,1.8808594,2.2817383,1.9365234
1485644721958,2.5546875,1.6376953,1.8354492
1485644721963,3.1606445,0.8691406,1.5415039
1485644721969,3.6958008,0.29003906,1.2329102
1485644721973,4.927246,-1.8154297,1.0615234
1485644721979,9.936523,-12.813965,0.8496094
1485644721985,13.771973,-2.359375,0.7451172
1485644721988,7.2094727,-0.25585938,0.7290039
1485644721995,-0.36816406,-1.5537109,0.70410156
1485644721998,0.20458984,3.5361328,0.6796875
1485644722004,0.76416016,3.8286133,0.6923828
1485644722008,1.4819336,-0.34716797,0.74121094
1485644722014,2.3276367,-0.14257813,0.6855469
1485644722018,2.194336,0.7636719,0.6020508
1485644722024,0.984375,1.6811523,0.53466797
1485644722029,-0.32861328,1.9057617,0.47509766
1485644722033,-0.25097656,1.1547852,0.45214844
1485644722039,0.8364258,0.5883789,0.43554688
1485644722043,1.2011719,0.099609375,0.39208984
1485644722049,0.88671875,0.05517578,0.3486328
1485644722054,0.53759766,0.45214844,0.33447266
1485644722058,0.2919922,0.6435547,0.33642578
1485644722064,0.15917969,0.88720703,0.4111328
1485644722068,0.076171875,1.1201172,0.5107422
1485644722074,0.03515625,1.2607422,0.49804688
1485644722081,0.00390625,1.3759766,0.6010742
1485644722084,0.06640625,1.5683594,1.7978516
1485644722089,0.096191406,1.6894531,-0.70214844
1485644722093,0.10546875,1.6323242,0.72753906
1485644722099,0.20117188,1.4355469,2.6635742
1485644722103,0.40576172,1.2114258,-3.0185547
1485644722109,0.6611328,1.0351563,-0.66064453
1485644722114,0.9458008,0.91552734,1.8833008
1485644722120,1.1875,0.9194336,-0.26416016
1485644722124,1.3398438,0.9941406,0.95458984
1485644722131,1.2885742,1.0742188,0.84765625
1485644722134,1.1953125,1.2143555,0.3100586
1485644722140,1.1308594,1.3730469,0.16552734
1485644722144,1.0834961,1.5683594,0.5957031
1485644722149,1.0581055,1.7119141,0.29736328
1485644722155,0.9941406,1.8457031,0.1616211
1485644722159,0.8745117,2.0253906,0.19482422
1485644722163,0.7207031,2.1689453,0.036621094
1485644722169,0.60546875,2.2211914,-0.032714844
1485644722174,0.56103516,2.2734375,-0.08544922
1485644722180,0.57910156,2.2451172,-0.10644531
1485644722184,0.5830078,2.1425781,-0.1508789
1485644722190,0.59716797,2.1333008,-0.16894531
1485644722194,0.63427734,2.0322266,-0.23095703
1485644722200,1.5737305,1.0395508,-0.27978516
1485644722205,0.43603516,-0.9863281,-0.26757813
1485644722209,5.229492,1.5307617,-0.23046875
1485644722215,3.309082,6.0410156,-0.21044922
1485644722221,-2.5449219,1.9648438,-0.22509766
1485644722225,-2.1694336,2.395996,-0.26708984
1485644722229,-1.5366211,4.430664,-0.3154297
1485644722234,-2.4438477,1.8891602,-0.37060547
1485644722240,-0.052246094,1.5053711,-0.3930664
1485644722244,0.76220703,2.5205078,-0.3876953
1485644722250,0.28320313,1.9169922,-0.4189453
1485644722254,-0.2890625,1.5498047,-0.4506836
1485644722260,-0.28564453,1.9038086,-0.47460938
1485644722265,-0.23632813,1.7685547,-0.52685547
1485644722269,-0.30908203,1.5419922,-0.51953125
1485644722278,-0.1821289,1.6293945,-0.5292969
1485644722279,-0.20410156,1.7050781,-0.5493164
1485644722287,-0.29296875,1.5219727,-0.5307617
1485644722289,-0.27685547,1.4321289,-0.54248047
1485644722295,-0.14501953,1.3544922,-0.58154297
1485644722300,-0.0043945313,1.1977539,-0.5722656
1485644722306,0.13330078,1.0751953,-0.5126953
1485644722310,0.2553711,1.0332031,-0.421875
1485644722314,0.32177734,1.0043945,-0.37841797
1485644722320,0.37548828,0.9223633,-0.31054688
1485644722325,0.3959961,0.8408203,-0.24511719
1485644722330,0.4165039,0.7705078,-0.22070313
1485644722335,0.40966797,0.7475586,0.6357422
1485644722341,0.3984375,0.7036133,-1.7026367
1485644722345,0.3881836,0.6660156,0.81347656
1485644722350,0.42822266,0.5996094,-0.17382813
1485644722355,0.4326172,0.51220703,-1.1191406
1485644722360,0.4243164,0.4711914,-1.2758789
1485644722366,0.43066406,0.4658203,-0.5151367
1485644722370,0.33740234,0.4741211,-0.51904297
1485644722376,0.33203125,0.5371094,-0.8510742
1485644722380,0.38964844,0.5986328,-0.85058594
1485644722385,0.3544922,0.609375,-0.5957031
1485644722391,0.4921875,0.59228516,-0.90283203
1485644722395,0.67578125,0.64501953,-0.8574219
1485644722401,0.6767578,0.6796875,-0.93408203
1485644722405,0.5517578,0.7446289,-0.7739258
1485644722411,0.484375,0.80908203,-0.68652344
1485644722415,0.29003906,0.89941406,-0.45361328
1485644722423,0.13916016,0.93408203,-0.38183594
1485644722426,0.029785156,0.9091797,-0.22753906
