gyroscope,,,
Timestamp (ms),x-gyro (deg/s),y-gyro (deg/s),z-gyro (deg/s)
1485644720250,25.365854,-18.963415,10.54878
1485644720254,19.939024,-15.426829,9.512196
1485644720260,14.085366,-11.52439,8.780488
1485644720265,8.597561,-7.012195,8.353659
1485644720271,4.390244,-4.085366,6.890244
1485644720275,1.9512196,-2.378049,4.9390244
1485644720279,0.5487805,-0.79268295,3.9634147
1485644720285,0.73170733,0.12195122,3.5975611
1485644720290,1.0365853,-0.18292683,3.5975611
1485644720295,1.8902439,-1.0365853,3.4146342
1485644720300,2.987805,-2.6219513,3.0487804
1485644720306,4.390244,-3.902439,2.5
1485644720310,6.646342,-3.902439,1.8292683
1485644720315,7.5609756,-3.8414636,0.9756098
1485644720322,8.902439,-3.7195122,-1.3414634
1485644720325,8.414635,-4.634146,-1.8902439
1485644720331,6.646342,-4.2073174,-1.4634147
1485644720335,4.4512196,-2.9268293,-3.292683
1485644720341,2.195122,-1.4634147,-3.1097562
1485644720345,2.317073,0.4878049,2.317073
1485644720350,3.9634147,0.42682928,11.402439
1485644720356,7.1951222,-1.097561,21.524391
1485644720360,10.792684,-2.8658538,30
1485644720366,14.45122,-4.512195,37.317074
1485644720370,18.353659,-5.8536587,44.45122
1485644720375,23.170732,-7.5,50.30488
1485644720380,29.085367,-10.243902,54.207317
1485644720385,36.52439,-13.841464,56.52439
1485644720391,43.719513,-17.134148,56.82927
1485644720395,49.512196,-19.695122,55.365856
1485644720401,53.65854,-20.914635,52.682926
1485644720405,55.914635,-20.914635,49.69512
1485644720411,56.28049,-19.756098,45.73171
1485644720416,53.048782,-16.280489,40.73171
1485644720420,42.560978,-10.182927,34.817074
1485644720426,29.939026,-12.378049,28.658537
1485644720430,24.146341,-12.743903,23.658537
1485644720435,13.902439,-8.292683,19.45122
1485644720440,-0.79268295,-3.6585367,15.914635
1485644720445,-17.621952,0.5487805,13.597561
1485644720451,-39.02439,5.5487804,12.073171
1485644720455,-63.719513,13.597561,11.646341
1485644720461,-87.743904,23.719513,11.8902445
1485644720465,-105.121956,32.560978,14.02439
1485644720470,-115.54878,40.73171,17.743902
1485644720476,-119.20732,48.23171,21.219513
1485644720480,-118.17074,52.682926,25.42683
1485644720486,-116.64635,52.682926,30.609756
1485644720490,-113.17073,48.59756,35.792683
1485644720496,-108.23171,41.890244,41.09756
1485644720501,-100,33.90244,46.40244
1485644720508,-87.256096,24.146341,52.073174
1485644720511,-71.70732,12.987805,57.92683
1485644720517,-54.87805,0.6097561,63.536587
1485644720521,-37.621952,-12.195122,67.743904
1485644720525,-20,-25.304878,69.87805
1485644720530,-2.8658538,-37.743904,69.57317
1485644720536,12.5,-48.109756,68.47561
1485644720540,26.09756,-57.2561,69.02439
1485644720546,37.682926,-65.426834,69.32927
1485644720550,46.646343,-72.560974,71.097565
1485644720555,53.475613,-77.80488,74.085365
1485644720561,57.865856,-81.70732,79.756096
1485644720565,60.487804,-85.18293,90.914635
1485644720571,61.58537,-87.37805,95.914635
1485644720575,60.243904,-88.414635,87.926834
1485644720581,56.95122,-89.268295,83.414635
1485644720586,50.914635,-89.756096,83.78049
1485644720590,44.32927,-88.47561,84.63415
1485644720596,38.170734,-85.85366,83.90244
1485644720600,31.82927,-82.621956,81.52439
1485644720606,24.024391,-81.34147,78.90244
1485644720610,18.04878,-78.90244,77.560974
1485644720616,13.414635,-76.70732,75.85366
1485644720621,10.97561,-76.52439,70.54878
1485644720625,13.109756,-77.560974,67.5
1485644720631,16.82927,-81.15854,65.73171
1485644720635,23.414635,-85.914635,67.37805
1485644720641,35.85366,-91.40244,73.10976
1485644720647,45.487804,-95.914635,76.70732
1485644720650,51.707317,-99.268295,81.03659
1485644720656,55.243904,-100.67073,86.097565
1485644720660,58.90244,-101.89024,87.68293
1485644720666,62.743904,-106.34147,88.47561
1485644720670,58.59756,-105.30488,87.68293
1485644720676,54.817074,-96.82927,86.097565
1485644720681,55.121952,-96.768295,84.81708
1485644720685,52.682926,-104.02439,81.15854
1485644720691,51.15854,-105.426834,76.03659
1485644720695,48.963417,-102.80488,69.87805
1485644720703,44.146343,-99.69512,62.37805
1485644720706,38.109756,-98.04878,55.121952
1485644720713,39.32927,-99.20732,45.914635
1485644720716,40.97561,-104.02439,35.97561
1485644720720,41.341465,-105.48781,26.890245
1485644720726,40.609756,-107.31708,19.207317
1485644720731,36.15854,-106.70732,8.536586
1485644720736,26.40244,-102.926834,-1.7073171
1485644720741,17.5,-99.20732,-7.865854
1485644720745,9.45122,-93.29269,-13.902439
1485644720751,-2.4390244,-90.426834,-21.40244
1485644720755,-10.487805,-88.65854,-26.280489
1485644720761,-15.426829,-85.48781,-28.536587
1485644720766,-22.37805,-83.47561,-29.268293
1485644720770,-26.40244,-81.95122,-26.95122
1485644720776,-25.670732,-82.621956,-26.341463
1485644720780,-21.524391,-86.40244,-20.853659
1485644720786,-14.512196,-89.268295,-12.195122
1485644720791,-7.3170733,-92.439026,-7.1341467
1485644720796,-0.30487806,-95.243904,-5.7317076
1485644720801,8.536586,-97.5,-4.878049
1485644720805,15.6707325,-100.426834,-1.7682927
1485644720811,25.121952,-102.2561,1.7682927
1485644720815,33.292683,-104.20732,1.8292683
1485644720821,40.792683,-104.32927,-0.85365856
1485644720826,47.134148,-104.268295,-3.8414636
1485644720830,51.219513,-102.56098,0.36585367
1485644720836,53.475613,-99.14635,10.182927
1485644720842,58.048782,-93.23171,17.560976
1485644720848,62.012196,-90.060974,21.95122
1485644720851,63.841465,-86.40244,24.024391
1485644720857,63.65854,-80.67073,23.536587
1485644720861,63.719513,-73.17073,21.95122
1485644720865,65.85366,-66.95122,20.731709
1485644720871,62.2561,-60.18293,20.060976
1485644720876,57.2561,-52.073174,19.939024
1485644720881,48.170734,-44.939026,20.54878
1485644720886,42.682926,-41.707317,20.97561
1485644720892,38.65854,-39.02439,21.341463
1485644720899,33.59756,-35.30488,23.841463
1485644720900,25.060976,-27.743902,25.487806
1485644720908,13.231708,-22.195122,26.82927
1485644720911,-0.12195122,-17.317074,27.195122
1485644720917,-18.47561,-16.219513,26.646341
1485644720921,-38.23171,-15.853659,27.743902
1485644720927,-51.768295,-4.512195,29.085367
1485644720931,-61.768295,6.7073174,30.060976
1485644720936,-70.54878,12.682927,31.09756
1485644720941,-77.439026,20.243902,30.853659
1485644720946,-85.060974,26.158537,28.170732
1485644720952,-89.939026,29.939026,24.87805
1485644720956,-91.951225,31.768293,21.341463
1485644720961,-92.0122,32.378048,17.682928
1485644720966,-90.73171,32.743904,13.353659
1485644720971,-90.48781,34.390244,9.573171
1485644720977,-92.926834,37.682926,6.7073174
1485644720981,-96.64635,41.95122,5
1485644720985,-101.34147,46.463417,2.317073
1485644720991,-105.36585,49.634148,-0.73170733
1485644720996,-109.5122,53.23171,-3.4756098
1485644721002,-113.96342,57.2561,-6.402439
1485644721006,-117.19512,60.487804,-9.512196
1485644721012,-119.02439,64.20732,-10.97561
1485644721016,-118.78049,67.0122,-11.036586
1485644721021,-117.2561,69.57317,-9.939025
1485644721026,-115.06098,72.19512,-8.353659
1485644721031,-112.5,74.45122,-8.109756
1485644721037,-111.64635,77.560974,-8.841464
1485644721044,-110.121956,81.585365,-10.365854
1485644721045,-107.31708,84.756096,-14.634147
1485644721051,-103.35366,85.48781,-16.158537
1485644721056,-100.121956,85.85366,-19.085367
1485644721062,-96.03659,87.560974,-22.743902
1485644721066,-92.439026,88.597565,-25.914635
1485644721072,-88.71951,90.060974,-28.47561
1485644721076,-85.18293,92.926834,-27.560976
1485644721081,-83.84147,94.39024,-24.45122
1485644721086,-81.097565,96.64635,-21.95122
1485644721094,-77.80488,98.597565,-21.463415
1485644721097,-74.20732,101.82927,-20.304878
1485644721103,-73.23171,107.0122,-16.646341
1485644721107,-76.95122,114.14635,-14.329268
1485644721111,-80.73171,120.67074,-14.3902445
1485644721116,-85.85366,126.585365,-15.487805
1485644721122,-89.81708,130.85367,-16.219513
1485644721126,-92.2561,136.28049,-14.939025
1485644721132,-94.7561,143.2317,-12.317074
1485644721136,-94.5122,146.15854,-9.45122
1485644721142,-89.39024,145.60976,-10.182927
1485644721147,-83.53659,145.12195,-10.182927
1485644721151,-71.34147,141.89024,-14.878049
1485644721157,-61.52439,141.28049,-21.768293
1485644721161,-54.634148,143.41464,-24.512196
1485644721167,-51.82927,145.30489,-26.585367
1485644721171,-51.95122,150.42683,-26.463415
1485644721176,-54.207317,151.5244,-22.560976
1485644721182,-50.42683,153.04878,-15.792684
1485644721186,-47.987804,155.12195,-5.2439027
1485644721192,-51.646343,156.28049,3.7804878
1485644721196,-48.475613,157.92683,7.5609756
1485644721201,-43.048782,151.89024,9.939025
1485644721207,-38.414635,144.08537,12.804878
1485644721211,-32.378048,138.04878,13.719513
1485644721217,-25.42683,134.7561,14.329268
1485644721221,-20.121952,132.68292,12.987805
1485644721227,-17.92683,128.41464,10.182927
1485644721232,-19.207317,125.73171,5.5487804
1485644721236,-18.109756,122.5,-0.24390244
1485644721242,-14.268293,118.23171,-4.085366
1485644721248,-9.146341,110.18293,-8.109756
1485644721252,-0.4878049,107.80488,-12.560976
1485644721256,14.3902445,102.19512,-21.82927
1485644721261,17.439024,94.085365,-46.219513
1485644721267,25.42683,88.29269,19.939024
1485644721271,18.109756,85.060974,-90.97561
1485644721277,9.3902445,89.63415,-179.63416
1485644721281,-2.012195,97.926834,-176.40245
1485644721287,-14.756098,110.79269,-144.0244
1485644721292,-25.060976,124.5122,-78.29269
1485644721296,-37.560978,132.74391,-5.8536587
1485644721302,-51.219513,139.2683,59.207317
1485644721306,-62.012196,146.28049,74.20732
1485644721312,-68.29269,153.47562,66.82927
1485644721316,-71.70732,155,48.780487
1485644721322,-71.70732,153.78049,30.304878
1485644721327,-70.060974,148.78049,19.817074
1485644721331,-67.743904,140.48781,11.341464
1485644721337,-62.439026,129.51219,0.73170733
1485644721341,-52.37805,119.57317,-13.292684
1485644721347,-39.146343,111.951225,-27.560976
1485644721352,-30.97561,100.48781,-37.5
1485644721356,-39.939026,67.07317,-42.012196
1485644721362,-9.329268,-24.939026,-42.80488
1485644721366,412.98782,-232.5,-63.536587
1485644721372,567.7439,-332.19513,-37.012196
1485644721378,584.14636,-355.48782,18.719513
1485644721382,433.35367,-286.89026,27.560976
1485644721387,230.24391,-166.82927,26.768293
1485644721391,52.743904,-47.80488,23.414635
1485644721397,-47.19512,32.07317,7.3170733
1485644721401,-77.5,42.865856,-1.4634147
1485644721407,-74.45122,54.512196,-3.902439
1485644721412,-82.98781,52.073174,-4.9390244
1485644721416,-89.57317,43.23171,1.7682927
1485644721422,-84.32927,35.792683,4.4512196
1485644721426,-73.10976,25.792683,2.987805
1485644721434,-54.45122,18.658537,6.52439
1485644721437,-37.743904,13.04878,3.7804878
1485644721444,-22.256098,7.3170733,6.2195125
1485644721447,-5.609756,0.6707317,7.804878
1485644721451,5.2439027,-5.97561,8.414635
1485644721457,7.4390244,-7.804878,7.4390244
1485644721461,3.3536587,-3.7195122,10.609756
1485644721467,-24.146341,1.5853659,15.121951
1485644721472,-25.365854,-6.9512196,15.060976
1485644721478,-29.45122,-10.304878,14.512196
1485644721482,-30.853659,29.268293,12.073171
1485644721486,-51.585365,21.463415,0.5487805
1485644721492,-42.19512,3.4146342,-2.012195
1485644721497,-27.987806,-4.512195,-3.1097562
1485644721503,-33.17073,-15.6707325,-18.170732
1485644721507,-37.19512,-20.42683,-30.365854
1485644721511,-34.57317,-13.963415,-31.646341
1485644721517,-43.170734,-9.3902445,-32.07317
1485644721522,-47.19512,-2.2560976,-38.963417
1485644721527,-46.52439,2.1341465,-37.378048
1485644721532,-46.890244,0.85365856,-45.792683
1485644721538,-49.146343,4.634146,-53.59756
1485644721542,-49.7561,7.865854,-44.878048
1485644721546,-54.512196,11.402439,-77.439026
1485644721552,-65.243904,16.585365,-123.597565
1485644721557,-71.46342,23.353659,-140.12195
1485644721563,-80.426834,25.609756,-123.65854
1485644721567,-88.10976,28.59756,-87.37805
1485644721573,-87.13415,33.780487,-78.96342
1485644721580,-86.52439,34.57317,-73.78049
1485644721582,-82.86585,34.69512,-73.96342
1485644721587,-78.04878,33.414635,-82.07317
1485644721592,-70.060974,22.682928,-104.32927
1485644721598,-65.97561,16.219513,-133.41464
1485644721602,-56.768295,21.646341,-164.45122
1485644721607,-53.65854,20,-191.70732
1485644721612,-41.82927,10.304878,-218.23172
1485644721617,-32.92683,4.390244,-246.40245
1485644721623,-24.87805,9.817074,-279.14636
1485644721630,-25.731709,7.256098,-297.80487
1485644721631,-32.80488,19.756098,-327.07318
1485644721639,-3.4146342,43.048782,-339.32928
1485644721642,65.60976,-12.926829,-361.5854
1485644721648,75.79269,-69.268295,-402.13416
1485644721652,59.87805,-70.426834,-431.40244
1485644721658,33.47561,-25.97561,-481.2195
1485644721662,18.59756,-25.060976,-501.82928
1485644721667,17.012196,-61.09756,-529.39026
1485644721672,-6.768293,-36.82927,-573.23175
1485644721677,-11.52439,-9.817074,-610.061
1485644721683,13.841464,-27.317074,-629.2683
1485644721687,48.414635,-64.268295,-609.39026
1485644721691,71.82927,-74.39024,-556.40247
1485644721697,96.21951,-80.060974,-479.87805
1485644721702,120.85366,-90.060974,-379.69513
1485644721708,170.7927,-110.79269,-323.65854
1485644721712,227.62196,-147.74391,-308.23172
1485644721718,284.93903,-182.43903,-291.40244
1485644721722,354.39026,-206.40245,-292.98782
1485644721727,427.68292,-247.74391,-322.56097
1485644721732,498.5366,-287.56097,-351.0366
1485644721737,605.9147,-343.90244,-364.57318
1485644721743,690.7927,-395.2439,-347.19513
1485644721747,773.90247,-439.69513,-280.12195
1485644721753,832.3171,-462.2561,-224.7561
1485644721757,880.061,-459.63416,-175.60976
1485644721762,911.8293,-449.69513,-103.90244
1485644721768,930.6708,-433.35367,23.231709
1485644721775,952.62195,-432.2561,177.98781
1485644721778,954.63416,-395.67075,336.2195
1485644721782,913.4147,-308.90244,464.20734
1485644721787,834.0244,-225.97562,558.23175
1485644721793,708.23175,-133.78049,661.5854
1485644721797,576.64636,-59.32927,800.7927
1485644721803,391.70734,23.59756,961.0976
1485644721807,216.46342,128.84146,1096.4635
1485644721813,95.18293,233.96342,1118.5366
1485644721817,21.95122,274.08536,959.5122
1485644721825,-13.353659,331.09756,652.9878
1485644721828,-26.890245,392.5,442.07318
1485644721834,-37.5,437.43903,384.69513
1485644721838,-62.621952,509.87805,337.5
1485644721842,-23.658537,544.6951,301.82928
1485644721847,-80,537.0732,285.91464
1485644721853,-158.2317,575.3049,294.14636
1485644721857,-263.41464,676.3415,307.80487
1485644721863,-420.5488,813.1708,342.2561
1485644721867,-626.0366,937.561,396.34146
1485644721873,-979.939,1153.9025,446.7683
1485644721878,-1361.0366,1413.5366,486.5244
1485644721882,-1621.1586,1656.4635,508.84146
1485644721888,-1742.561,1816.3416,513.2927
1485644721892,-1777.622,1786.5854,543.5976
1485644721898,-1761.8293,1600,421.0366
1485644721902,-1595.122,1356.2805,85.48781
1485644721907,-1167.2561,1131.9513,-86.21951
1485644721913,-682.7439,969.3293,-112.86586
1485644721917,-245.67073,878.1708,-131.21951
1485644721923,-79.5122,729.14636,-85.73171
1485644721927,-69.69512,505.73172,-14.3902445
1485644721933,25.365854,313.7195,25.182928
1485644721938,93.10976,202.2561,26.95122
1485644721942,64.939026,195.06097,7.5609756
1485644721948,30.304878,262.68292,-12.195122
1485644721952,4.3292685,325.97562,-42.317074
1485644721958,-50,399.87805,-112.68293
1485644721964,-121.40244,441.82928,-182.86586
1485644721968,-194.69513,441.64636,-193.35367
1485644721973,-229.7561,439.32928,-186.09756
1485644721979,-237.19513,445.3049,-178.04878
1485644721983,-238.04878,442.74393,-167.43903
1485644721987,-252.74391,434.32928,-151.58537
1485644721993,-243.71951,391.5244,-111.46342
1485644721998,-5.5487804,291.7683,-72.37805
1485644722002,337.31708,197.62195,-54.32927
1485644722008,361.0366,-112.56098,-59.634148
1485644722012,178.35367,-203.35367,-83.47561
1485644722018,80.79269,-28.59756,-110.18293
1485644722023,34.02439,50.914635,-126.64635
1485644722028,-48.780487,33.719513,-137.13416
1485644722033,-99.69512,34.32927,-146.21951
1485644722037,-99.451225,49.512196,-160.91464
1485644722043,-115.85366,70.243904,-182.31708
1485644722047,-140.91464,86.46342,-206.03659
1485644722053,-157.37805,112.31708,-229.63416
1485644722058,-164.39024,171.40245,-252.98781
1485644722062,-117.5,154.69513,-271.0366
1485644722068,-68.71951,96.52439,-285.91464
1485644722072,-73.65854,97.86585,-296.7683
1485644722078,-116.34147,128.17073,-300.67075
1485644722083,-162.98781,153.35367,-303.59756
1485644722088,-170.7317,174.32927,-303.5366
1485644722093,-128.59756,206.46342,-302.98782
1485644722097,-149.57318,220,-298.59756
1485644722103,-209.87805,239.57318,-294.2683
1485644722109,-269.32928,269.93903,-289.87805
1485644722113,-307.43903,288.9634,-283.0488
1485644722118,-308.84146,282.5,-303.35367
1485644722122,-288.35367,270.36584,-348.7195
1485644722128,-268.0488,266.2195,-306.2805
1485644722132,-252.86586,257.5,-356.09756
1485644722138,-228.71951,244.81708,-376.2805
1485644722143,-194.39024,225.97562,-291.0366
1485644722148,-153.2927,197.43903,-213.04878
1485644722153,-110.06098,169.45122,-190.12195
1485644722159,-73.65854,145.30489,-176.09756
1485644722166,-43.963417,121.21951,-179.45122
1485644722168,-23.90244,98.84147,-189.63416
1485644722175,-14.512196,79.32927,-195.48781
1485644722178,-5.182927,59.87805,-186.82927
1485644722182,-3.7195122,44.939026,-177.13416
1485644722188,-3.8414636,30.42683,-176.5244
1485644722192,-9.817074,17.804878,-174.2683
1485644722198,-13.963415,3.2317073,-172.01219
1485644722203,-13.597561,-11.036586,-169.45122
1485644722209,-10.365854,-24.45122,-163.53659
1485644722213,-13.04878,-34.878048,-156.7683
1485644722217,13.841464,25.609756,-150.60976
1485644722223,333.7195,-148.96342,-147.07318
1485644722228,403.7195,-355.18292,-146.09756
1485644722233,296.4634,-273.84146,-146.64635
1485644722238,144.93903,-212.31708,-148.2317
1485644722244,59.512196,-205.60976,-149.81708
1485644722248,9.634147,-162.5,-153.04878
1485644722253,-34.207317,-133.53659,-159.63416
1485644722258,-27.195122,-131.82927,-168.04878
1485644722263,-3.5365853,-127.80488,-177.2561
1485644722269,-5.5487804,-133.71951,-186.82927
1485644722273,-12.134147,-123.04878,-196.89024
1485644722277,-23.90244,-114.39024,-205.54878
1485644722283,-33.536587,-111.951225,-212.80489
1485644722288,-33.90244,-104.69512,-219.7561
1485644722294,-29.512196,-98.35366,-227.0122
1485644722298,-28.536587,-91.46342,-233.53659
1485644722304,-29.87805,-87.07317,-237.98781
1485644722308,-37.92683,-85.18293,-240.12196
1485644722313,-49.69512,-81.89024,-240.06097
1485644722318,-60.73171,-76.52439,-238.65854
1485644722323,-69.756096,-70.121956,-235.85367
1485644722329,-73.78049,-64.14634,-231.7683
1485644722333,-72.68293,-60.121952,-226.89024
1485644722337,-65.67073,-60.243904,-222.19513
1485644722343,-55,-62.439026,-216.09756
1485644722348,-39.69512,-64.39024,-207.92683
1485644722354,-20.54878,-65.36585,-197.80489
1485644722361,1.4634147,-68.597565,-187.92683
1485644722364,25.609756,-74.45122,-175.18294
1485644722370,47.439026,-82.439026,-224.69513
1485644722373,67.80488,-87.621956,-187.74391
1485644722378,87.13415,-90,-172.62195
1485644722383,100.79269,-94.02439,-252.07318
1485644722389,114.939026,-97.07317,-275.12195
1485644722393,129.08537,-99.14635,-203.2927
1485644722398,141.40244,-101.585365,-157.62195
1485644722403,151.5244,-103.17073,-144.63416
1485644722408,157.62195,-102.37805,-101.70732
1485644722414,159.45122,-100.30488,-75.36585
1485644722418,159.32927,-96.951225,-78.84147
1485644722424,157.92683,-92.98781,-72.98781
1485644722428,154.93903,-88.90244,-60.670734
1485644722433,147.07318,-84.32927,-51.219513
1485644722439,138.84146,-78.04878,-38.23171
1485644722443,132.80489,-70.30488,-31.82927
1485644722449,126.28049,-62.5,-36.646343
1485644722453,118.84147,-54.085365,-50.243904
1485644722458,110.30488,-44.268295,-41.707317
1485644722463,89.5122,-23.292683,-46.768295
1485644722468,135.30489,9.512196,-65.426834
1485644722474,421.15854,-129.93903,-25.54878
1485644722478,493.90244,-271.0366,-9.02439
1485644722484,418.47562,-253.53659,-35.42683
1485644722488,377.7439,-261.34146,-38.963417
1485644722493,415.7927,-278.47562,-36.585365
1485644722499,337.86588,-218.41464,-45.73171
1485644722503,209.45122,-134.08537,-31.95122
1485644722509,165.7927,-100.85366,-26.40244
1485644722516,155.48781,-87.560974,-21.09756
1485644722519,128.41464,-81.768295,-18.231709
1485644722523,110.60976,-64.939026,-19.085367
1485644722528,94.63415,-51.28049,-19.756098
1485644722534,63.78049,-33.963417,-20.853659
1485644722538,42.317074,-21.890244,-29.817074
1485644722544,40.85366,-12.987805,-31.707317
1485644722548,45.060978,-14.512196,-30.487806
1485644722553,54.7561,-18.536585,-29.87805
1485644722559,70.36585,-30.182928,-33.35366
1485644722563,76.40244,-38.59756,-35.792683
1485644722569,62.865856,-34.146343,-43.841465
1485644722573,80.48781,-50.609756,-50.609756
1485644722579,91.28049,-33.963417,-58.65854
1485644722584,76.768295,-25.609756,-69.5122
1485644722588,94.02439,-39.02439,-72.560974
1485644722594,106.585365,-44.512196,-75.121956
1485644722598,94.7561,-32.439026,-74.45122
1485644722604,87.743904,-35.609756,-74.63415
1485644722608,70.67073,-26.280489,-74.20732
1485644722613,46.219513,-15.731708,-71.28049
1485644722619,19.32927,-3.5975611,-66.46342
1485644722623,-0.18292683,4.2073174,-61.09756
1485644722629,-11.768293,4.6951222,-57.2561
1485644722633,-14.634147,1.1585366,-51.707317
1485644722639,-19.085367,2.0731707,-46.768295
1485644722644,-19.817074,0.24390244,-42.012196
1485644722648,-14.939025,0.18292683,-38.65854
1485644722654,-10.97561,1.9512196,-36.219513
1485644722658,-5.8536587,3.9634147,-35.060978
1485644722664,5.4268293,-0.9756098,-34.634148
1485644722669,21.341463,-9.146341,-34.69512
1485644722674,37.5,-19.634148,-34.634148
1485644722679,51.646343,-27.439026,-34.69512
1485644722683,61.646343,-32.5,-34.634148
1485644722689,67.5,-42.317074,-34.878048
1485644722695,73.597565,-47.012196,-35.42683
1485644722699,73.96342,-50.975613,-36.52439
1485644722704,72.13415,-52.2561,-37.134148
1485644722708,67.256096,-53.841465,-35.42683
1485644722714,60.975613,-54.7561,-33.536587
1485644722718,54.817074,-54.69512,-32.2561
1485644722724,43.841465,-54.7561,-30.365854
1485644722729,35.73171,-53.170734,-29.207317
1485644722734,29.573172,-53.170734,-29.695122
1485644722739,22.195122,-54.207317,-28.658537
1485644722743,19.32927,-55.121952,-26.707317
1485644722752,17.134148,-57.68293,-26.463415
1485644722753,19.268293,-61.15854,-24.207317
1485644722761,22.92683,-66.15854,-21.707317
1485644722764,30,-72.07317,-19.939024
1485644722770,37.378048,-79.14635,-16.40244
1485644722774,47.19512,-86.21951,-15.304878
1485644722778,57.439026,-93.597565,-12.987805
1485644722784,68.71951,-101.768295,-6.585366
1485644722789,82.13415,-110.48781,0.36585367
1485644722794,96.15854,-119.32927,7.256098
1485644722799,108.78049,-127.86586,12.5
1485644722803,122.621956,-134.08537,17.621952
1485644722809,133.10976,-141.21951,23.841463
1485644722814,141.40244,-146.34146,30.487806
1485644722819,148.78049,-150.18294,36.40244
1485644722824,154.20732,-154.39024,42.92683
1485644722828,162.68294,-156.5244,49.45122
1485644722834,170,-156.28049,56.585365
1485644722840,174.45122,-157.5,64.39024
1485644722844,180.54878,-158.10976,72.19512
1485644722849,185.42683,-155.91464,78.47561
1485644722855,189.08537,-154.69513,83.96342
1485644722859,191.58537,-150.30489,88.23171
1485644722863,190.85367,-145.91464,91.52439
1485644722869,190.30489,-143.2317,94.87805
1485644722874,188.10976,-136.58537,97.13415
1485644722879,185.91464,-128.71951,99.69512
1485644722884,187.0122,-122.13415,102.07317
1485644722890,184.45122,-116.21951,104.02439
1485644722894,181.7683,-110.48781,104.57317
1485644722898,179.57318,-101.28049,101.585365
1485644722906,172.98781,-92.31708,101.40244
1485644722909,164.57318,-84.5122,102.13415
1485644722915,157.31708,-77.439026,101.70732
1485644722919,149.45122,-67.31708,100.914635
1485644722923,139.08537,-56.463417,97.07317
1485644722929,126.34147,-45.85366,95.60976
1485644722934,113.71951,-35.548782,96.52439
1485644722940,102.07317,-24.817074,95.36585
1485644722944,88.10976,-14.573171,90.48781
1485644722948,75.18293,-4.4512196,87.68293
1485644722954,62.68293,4.3292685,84.57317
1485644722959,51.52439,12.621951,82.439026
1485644722964,40.060978,19.756098,76.89024
1485644722969,31.158537,24.939026,68.17073
1485644722975,23.719513,31.40244,61.28049
