gyroscope,,,
Timestamp (ms),x-gyro (deg/s),y-gyro (deg/s),z-gyro (deg/s)
1485644722979,15.97561,35.487804,54.7561
1485644722985,11.585366,38.963417,51.768295
1485644722989,7.1341467,42.2561,47.92683
1485644722994,1.402439,43.780487,41.646343
1485644723000,-2.195122,46.768295,38.170734
1485644723004,-5.8536587,49.512196,35.060978
1485644723010,-8.841464,50.487804,32.2561
1485644723014,-10.914635,51.341465,29.024391
1485644723019,-14.634147,50.73171,24.573172
1485644723024,-16.95122,50.975613,18.90244
1485644723029,-16.707317,51.52439,9.695122
1485644723035,-17.865854,49.207317,-2.012195
1485644723039,-17.987804,47.2561,-13.231708
1485644723044,-16.585365,46.280487,-24.817074
1485644723049,-14.634147,45.365856,-25.365854
1485644723054,-11.52439,44.085365,-24.45122
1485644723058,-5.487805,42.439026,-24.024391
1485644723064,-1.5243902,36.585365,-19.45122
1485644723068,4.2073174,35.42683,-17.012196
1485644723074,9.3902445,35.365856,-11.768293
1485644723079,16.158537,36.585365,-2.8658538
1485644723087,26.219513,36.646343,3.4146342
1485644723089,31.646341,31.09756,10.731708
